"","rowname","resHeaders","Headquarters","Value.chain","Website","Species","Production.process","Industry..Applications.","Industry.subsector.tags","Investors","Association.focus","Founding year","Annual production (wet weight)","Start-up/scale-up?","Investments","Total disclosed investments since 2020","Development stage","Grants associated","Researchers associated","Team","SEO:Slug","SEO:Index"
"608",608,"Nagai Nori","Japan","Applications","http://www.nagainori.co.jp/english/","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","nagai-nori","true"
"609",609,"Nantong Fuzi Foods","China","Farming & harvesting
Applications","http://www.fuzifoods.com/","Porphyra yezoensis","Aquaculture","Food","Dried/raw seaweed","","","1996","","","","$0","","","","","nantong-fuzi-foods","true"
"610",610,"Nantong Oceans Flavor Food Co., Ltd","China","Applications
Farming & harvesting","https://ntoceansflavor.com/","Porphyra sp.","Aquaculture","Food","Dried/raw seaweed","","","1999","","","","$0","","","","","nantong-oceans-flavor-food-co-ltd","true"
"611",611,"Nantong Oceans Flavour Foods","China","Farming & harvesting
Applications","http://www.nthzw.net/","Porphyra yezoensis","","Food","Dried/raw seaweed","","","1999","","","","$0","","","","","nantong-oceans-flavour-foods","true"
"612",612,"Nantong Reliable Seaweed Co., Ltd","China","Applications
Farming & harvesting","http://www.reliableseaweed.com/index.html","Porphyra sp.","Aquaculture","Food","Dried/raw seaweed","","","2005","","","","$0","","","","","nantong-reliable-seaweed-co-ltd","true"
"613",613,"Nantong Sinfo Food Co., Ltd.","China","Applications
Farming & harvesting","http://www.china-nori.com/","Porphyra sp.","","Food","Dried/raw seaweed","","","2013","","","","$0","","","","","nantong-sinfo-food-co-ltd","true"
"614",614,"Nantong Yuanwei Food Co., Ltd","China","Applications
Farming & harvesting","http://www.yuanweinori.com/cn/","Porphyra sp.","","Food","Dried/raw seaweed","","","2015","","","","$0","","","","","nantong-yuanwei-food-co-ltd","true"
"615",615,"National Algae Project Technology Research Center","China","Research","http://www.algae-tech.net/","","","","","","","2007","","","","$0","","","","","national-algae-project-technology-research-center","true"
"616",616,"National Federation of Nori and Shellfish Fisheries Cooperatives of Japan","Japan","Multi-stakeholder platform","http://www.zennori.or.jp/","","","","","","Producers association","","","","","$0","","","","","national-federation-of-nori-and-shellfish-fisheries-cooperatives-of-japan","true"
"617",617,"Native Conservancy","Canada","Conservation & restoration","https://www.nativeconservancy.org/habitat-restoration/","","","","","","","","","","","$0","","","","","native-conservancy","true"
"618",618,"Natrakelp","Australia","Applications","http://natrakelp.com/","","","Plant & soil nutrition","","","","","","","","$0","","","","","natrakelp","true"
"619",619,"NatraSol","Australia","Applications","https://www.natrasol.com.au/","","","Plant & soil nutrition","","","","","","","","$0","","","","","natrasol","true"
"620",620,"Naturalg","Madagascar","Farming & harvesting","","Kappaphycus alvarezii","Aquaculture","","","","","","1000 - 10 000 tonnes","","","$0","","","","","naturalg","true"
"621",621,"Nature Algues","France","Farming & harvesting
Applications","https://www.nature-algues.com/","","Harvesting","Personal care","","","","","","","","$0","","","","","nature-algues","true"
"622",622,"Nemo Seafarms","Finland","Farming & harvesting","https://www.nemo-seafarms.com/","Fucus sp.","Aquaculture","","","","","2021","0 - not started yet","","","$0","","","","","nemo-seafarms","true"
"623",623,"Neomed-Pharma","Germany","Applications","https://neomed-pharma.com/","Ascophyllum nodosum","","Feed
Nutraceuticals
Plant & soil nutrition","","","","","","","","$0","","","","","neomed-pharma","true"
"624",624,"Neptune Elements","France","Applications","https://neptune.club/","","","Food","Snacks and seasoning","","","2021","","","$987,000","$987,000","Research / product development","","","Female CEO
Female founded","neptune-elements","true"
"625",625,"Neptune's Harvest","USA","Applications","https://www.neptunesharvest.com/","","","Plant & soil nutrition","","","","","","","","$0","","","","","neptunes-harvest","true"
"626",626,"New England Sea Farms","USA","Farming & harvesting","https://newenglandseafarms.com/","Saccharina latissima","Aquaculture","Food","","","","","0 - 10 tonnes","","","$0","","","","","new-england-sea-farms","true"
"627",627,"New Wave Foods","USA","Applications","https://www.newwavefoods.com/","","","Food","Seafood substitute","Blue Horizon
Big Idea Ventures
Evolution VC","","2015","","","$18,000,000","$18,000,000","Scale-up / Industrialisation","","","Female CEO
Female founded","new-wave-foods","true"
"628",628,"New Zealand Manuka Group","New Zealand","Applications","https://www.nzmanukagroup.com/group/nz-seaweeds/","Pterocladia sp.","Harvesting","Hydrocolloids","Agar","","","","0 - 10 tonnes","","","$0","","","","","new-zealand-manuka-group","true"
"629",629,"Newfish","New Zealand","Applications","https://newfish.co.nz/","","","Food","Algae added to existing product","Tangaroa Ventures
Outset Ventures
Angel investors (various)","","2020","","","$816,000","$816,000","Research / product development","","","","newfish","true"
"630",630,"Newfoundland Seaweed Company","Canada","Farming & harvesting","https://nlseaweed.com/","","Harvesting","","","","","","0 - 10 tonnes","","","$0","","","","","newfoundland-seaweed-company","true"
"631",631,"Niconico Nori","Japan","Applications","http://www.niconico-nori.co.jp/","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","niconico-nori","true"
"632",632,"Nippon Steel","Japan","Applications
Conservation & restoration","https://energy-shift.com/news/2c9d7cd2-a57b-42f8-be7d-d725587d0d23/","","","Construction","","","","","","","","$0","","","","","nippon-steel","true"
"633",633,"Nitto Seaweed Co.","Japan","Applications","http://www.nittoukaisou.co.jp/","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","nitto-seaweed-co","true"
"634",634,"NividiSkin","France","Applications","https://www.nividiskin.com/","","","Personal care","","","","","","","","$0","","","","","nividiskin","true"
"635",635,"NOAA","USA","Multi-stakeholder platform","https://www.noaa.gov/","","","","","","Growing the industry","","","","","$0","","","","","noaa","true"
"636",636,"Noble Ocean Farms","USA","Farming & harvesting","https://nobleoceanfarms.com/","Alaria esculenta
Alaria marginata
Nereocystis luetkeana","Aquaculture","","","Alaska Ocean Cluster","","","0 - not started yet","","","$0","","","","","noble-ocean-farms","true"
"637",637,"Noordoogst","Netherlands","Farming & harvesting","https://noordoogst.nl/","","Marine aquaponics","Food","","","","2013","0 - not started yet","","","$0","","","","","noordoogst","true"
"638",638,"Nordaqua","Finland","Multi-stakeholder platform
Research","https://www.nordaqua.fi/","","","","","","Research platform","","","","","$0","","","","","nordaqua","true"
"639",639,"Nordi Ocean","Norway","Applications","https://www.nordiocean.com/","","","Food","","","","2017","","","","$0","Pilot / Demonstration","","","Male CEO
Male founded","nordi-ocean","true"
"640",640,"Nordic Algae (failed)","Denmark","Infrastructure & equipment","","","","","","EIT Climate-KIC","","2016","","","","$0","Failed / Zombie","","","Male CEO
Male founded","nordic-algae-failed","true"
"641",641,"Nordic Oceanfruit","Germany","Applications","https://www.oceanfruit.de/en/","","","Food","Snacks and seasoning","","","2020","","","","$0","Validation / Traction","","","Mixed founding team","nordic-oceanfruit","true"
"642",642,"Nordic Seafarm (prev. Kosteralg)","Sweden","Farming & harvesting","https://www.nordicseafarm.com/","Saccharina latissima
Ulva sp.","Aquaculture","Food","","Almi Invest
JCE Ventures
Kale United","","2016","100 - 1000 tonnes","","$2,100,000","$2,100,000","Scale-up / Industrialisation","$938,934","","Male CEO
Male founded","nordic-seafarm-prev-kosteralg","true"
"643",643,"Nordisk Tang - Nordic Seaweed Aps","Denmark","Applications","https://www.nordisktang.dk/","","","Food","Snacks and seasoning","Accelerace","","2015","","","","$0","Scale-up / Industrialisation","$1,831,138
$1,291,770","","Male CEO
Male founded","nordisk-tang---nordic-seaweed-aps","true"
"644",644,"Norevo","Germany","Applications","https://www.norevo.de/en/","","","Hydrocolloids","Agar","","","","","","","$0","","","","","norevo","true"
"645",645,"Norfolk Seaweed","UK","Farming & harvesting","https://www.norfolkseaweed.com/","","Aquaculture","","","","","","","","","$0","","","","","norfolk-seaweed","true"
"646",646,"Nori Business Promotion Council","Japan","Multi-stakeholder platform","https://www.temakizushi.com/","","","","","","Producers association","","","","","$0","","","","","nori-business-promotion-council","true"
"647",647,"North Atlantic Organics","Canada","Farming & harvesting
Applications","http://www.naorganics.com/","Laminaria sp.","Harvesting","Feed
Plant & soil nutrition","Livestock feed","","","","100 - 1000 tonnes","","","$0","","","","","north-atlantic-organics","true"
"648",648,"North Sea Farmers","Netherlands","Multi-stakeholder platform","https://www.northseafarmers.org/","","","","","","Producers association","","","","","$0","","$1,999,318
$5,880,447
$2,239,608","","","north-sea-farmers","true"
"649",649,"North Sea Greens","Netherlands","Distribution","https://www.northseagreens.nl/","","","Food","","","","2021","","","","$0","Validation / Traction","","","","north-sea-greens","true"
"650",650,"North Seaweed","Netherlands","Distribution","https://www.northseaweed.nl/","","","","","","","","","","","$0","","","","","north-seaweed","true"
"651",651,"Norway Seaweed AS","Norway","Applications","https://norwayseaweed.no/","","","Nutraceuticals","","","","2015","","","","$0","","","","","norway-seaweed-as","true"
"652",652,"Norwegian Harvest AS","Norway","Farming & harvesting","https://algenett.no/Deltakere/?Article=104","","Aquaculture","","","","","","0 - not started yet","","","$0","","","","","norwegian-harvest-as","true"
"653",653,"Norwegian Seaweed Biorefinery Platform","Norway","Multi-stakeholder platform
Research","https://www.sintef.no/projectweb/seaweedplatform/","","","","","","Research platform","","","","","$0","","$3,741,198","","","norwegian-seaweed-biorefinery-platform","true"
"654",654,"Norwegian Seaweed Farms","Norway","Multi-stakeholder platform","https://www.norwegianseaweedfarms.com/","","","","","","Producers association","","","","","$0","","","","","norwegian-seaweed-farms","true"
"655",655,"Norwegian Seaweed Production","Norway","Farming & harvesting
Infrastructure & equipment","https://norwegiansp.no/","Laminaria hyperborea","Harvesting","","","Aksello
Innovation Norway","","2016","0 - not started yet","","$2,200,000","$2,200,000","Scale-up / Industrialisation","","","Male CEO
Male founded","norwegian-seaweed-production","true"
"656",656,"Notpla","UK","Applications","https://www.notpla.com/","","","Bioplastics
Paper / cardboard","","Sky Ocean Ventures
Lupa Systems
Astanor Ventures","","2014","","","$1,300,000
$5,500,000
$13,500,000","$20,300,000","Validation / Traction","$58,460
$1,206,129
$792,712","","Male CEO
Male founded","notpla","true"
"657",657,"Nova Scotia Fisherman","Canada","Applications","https://www.novascotiafisherman.com/","","","Personal care","","","","2012","","","","$0","","","","","nova-scotia-fisherman","true"
"658",658,"NovaMatrix (IFF)","Norway","Applications","https://novamatrix.biz/","","","Hydrocolloids","Alginate","","","","","","","$0","","","","","novamatrix-iff","true"
"659",659,"NuKelp Project","South Africa","Farming & harvesting
Applications","https://nukelpproject.com/","Ulva sp.
Porphyra sp.","Harvesting","","","","","2020","0 - 10 tonnes","","","$0","","","","","nukelp-project","true"
"660",660,"Numami","Estonia","Applications","https://numami.ee/","","","Food","Snacks and seasoning","","","","","","","$0","","","","","numami","true"
"661",661,"Nün","Chile","Applications
Farming & harvesting","https://en.productosnun.com/","Durvillaea antartica","Harvesting","Food","","","","","","","","$0","","","","","nün","true"
"662",662,"NUQO","France","Applications","http://nuqo.eu/","","","Feed","","","","2019","","","","$0","Scale-up / Industrialisation","","","Male CEO
Male founded","nuqo","true"
"663",663,"Nutramara","Ireland","Applications
Farming & harvesting","http://www.nutramara.com/","Fucus vesiculosus
Ascophyllum nodosum
Saccharina latissima","Harvesting","Personal care
Nutraceuticals
Feed
Pharmaceuticals","Fucoidans
Pet food","","","2017","0 - 10 tonnes","","","$0","Validation / Traction","","","Male CEO
Male founded","nutramara","true"
"664",664,"Nutri San","Singapore","Farming & harvesting
Applications","http://nutri-san.eco/","","Aquaculture","Feed","Livestock feed
Aquafeed
Pet food","","","","","","","$0","","","","","nutri-san","true"
"665",665,"Nutrimar AS","Norway","Farming & harvesting","https://nutrimar.no/","Laminaria hyperborea","Harvesting","Food
Nutraceuticals","","","","2007","10 000 - 100 000 tonnes","","","$0","","","","","nutrimar-as","true"
"666",666,"NUWEN by Setalg","France","Applications","https://www.nuwen.com/","Ascophyllum nodosum
Fucus sp.
Palmaria sp.
Porphyra sp.
Ulva sp.
Undaria sp.","","Personal care
Feed
Plant & soil nutrition
Food","Pet food
Aquafeed","","","","","","","$0","","","","","nuwen-by-setalg","true"
"667",667,"NZ Kelp","New Zealand","Farming & harvesting
Applications","https://www.nzkelp.co.nz/","Macrocystis pyrifera","Harvesting","Feed
Plant & soil nutrition
Food","Livestock feed
Snacks and seasoning","","","2010","10 - 100 tonnes","","","$0","","","","","nz-kelp","true"
"668",668,"Oasis Laboratory","Barbados","Farming & harvesting
Applications","https://www.facebook.com/OasisLaboratory/","Sargassum sp.","Harvesting","Personal care
HABs","","","","2018","","","","$0","","","","","oasis-laboratory","true"
"669",669,"Obscape","Netherlands","Monitoring tech","https://obscape.com/","","","","","","","","","","","$0","","","","","obscape","true"
"670",670,"OCC Corporation","Japan","Infrastructure & equipment","https://www.resortech.okinawa/news/case-study/jirei4","Caulerpa lentillifera","Aquaculture
Land-based","","","","","1967","","","","$0","Pilot / Demonstration","","","Male CEO
Male founded","occ-corporation","true"
"671",671,"Ocealg","France","Farming & harvesting","https://www.ocealg.com/","","Harvesting","Food","","","","","0 - 10 tonnes","","","$0","","","","","ocealg","true"
"672",672,"Ocean Era","USA","Farming & harvesting","http://ocean-era.com/","","Aquaculture
Offshore","","","","","2012","0 - 10 tonnes","","","$0","","$4,249,547","","","ocean-era","true"
"673",673,"Ocean Farmers","Madagascar","Farming & harvesting","https://ocean-farmers.com/","Kappaphycus alvarezii","Aquaculture","","","","","","10 000 - 100 000 tonnes","","","$0","","$792,712","","","ocean-farmers","true"
"674",674,"Ocean Forest (Lerøy Ocean Harvest)","Norway","Farming & harvesting","https://www.leroyseafood.com/en/sustainability/ocean-harvest/","Alaria esculenta
Laminaria digitata
Palmaria palmata
Saccharina latissima","Aquaculture
IMTA","","","","","2016","100 - 1000 tonnes","","","$0","Research / product development","$2,642,715","","","ocean-forest-lerøy-ocean-harvest","true"
"675",675,"Ocean Green Organics","New Zealand","Applications","https://www.oceangreenorganics.com/","Macrocystis sp.","","Personal care
Food
Nutraceuticals","Snacks and seasoning","","","","","","","$0","","","","","ocean-green-organics","true"
"676",676,"Ocean Harvest Sea Vegetables","USA","Farming & harvesting","https://seaweedmermaid.com/","","Harvesting","Food","","","","1981","0 - 10 tonnes","","","$0","","","","","ocean-harvest-sea-vegetables","true"
"677",677,"Ocean Harvest Technology","Ireland","Farming & harvesting
Applications","https://oceanharvesttechnology.com/","","Harvesting
Aquaculture","Feed","Livestock feed
Pet food","Blue Wire Capital","","2017","10 000 - 100 000 tonnes","","$950,000","$950,000","Scale-up / Industrialisation","","","Male CEO
Male founded","ocean-harvest-technology","true"
"678",678,"Ocean Knowledge","Ireland","Farming & harvesting
Applications","https://www.oceankl.com/","Ascophyllum nodosum","Harvesting","Plant & soil nutrition","","","","2018","","","","$0","","","","","ocean-knowledge","true"
"679",679,"Ocean Mist Seaweed Company","South Africa","Farming & harvesting","","Gracilaria sp.
Ulva sp.
Macrocystis sp.
Gigartina radula","Aquaculture
IMTA","","","","","2022","0 - not started yet","","","$0","","","","","ocean-mist-seaweed-company","true"
"680",680,"Ocean Organics","USA","Farming & harvesting
Applications","http://oceanorganics.com/","Ascophyllum nodosum","Harvesting","Plant & soil nutrition","","","","","","","","$0","","","","","ocean-organics","true"
"681",681,"Ocean Purpose Project","Singapore","Farming & harvesting
Applications","https://www.oceanpurposeproject.com/","","Aquaculture
IMTA","Bioplastics","","","","2019","0 - not started yet","","","$0","Research / product development","","","Female CEO
Female founded","ocean-purpose-project","true"
"682",682,"Ocean Rainforest","Faroe Islands","Farming & harvesting","http://www.oceanrainforest.com/","Alaria esculenta
Laminaria digitata
Palmaria palmata
Saccharina latissima","Aquaculture
Offshore","","","Katapult Ocean
WWF
Jeremy and Hannelore Grantham Environmental Trust","","2007","100 - 1000 tonnes","","$1,500,000","$1,500,000","Pilot / Demonstration","$4,056,251
$4,859,731
$9,358,759","","Male CEO
Male founded","ocean-rainforest","true"
"683",683,"Ocean Scientific International Ltd (OSIL)","UK","Monitoring tech","https://osil.com/2021/08/05/new-aquaculture-monitoring-buoy-for-asset-management/","","","","","","","","","","","$0","","","","","ocean-scientific-international-ltd-osil","true"
"684",684,"Ocean Wise","Canada","Conservation & restoration","https://ocean.org/","","","","","","","","","","","$0","","$1,000,000","","","ocean-wise","true"
"685",685,"Ocean's Balance","USA","Applications","https://oceansbalance.com/","","","Food","Snacks and seasoning","","","2016","","","","$0","Validation / Traction","","","Mixed founding team
Male CEO","oceans-balance","true"
"686",686,"Ocean's Halo (New Frontier Foods)","USA","Applications","https://oceanshalo.com/","","","Food","Snacks and seasoning","Gratitude Railroad
Cava Capital","","2011","","","$16,000,000","$16,000,000","Scale-up / Industrialisation","","","Male CEO
Male founded","oceans-halo-new-frontier-foods","true"
"687",687,"Oceana","USA","Conservation & restoration","https://oceana.org/","","","","","","","","","","","$0","","$110,000
$100,000
$225,000","","","oceana","true"
"688",688,"Oceana Minerals","Brazil","Farming & harvesting
Applications","http://oceanaminerals.com/en/a-oceana-minerals/","Lithothamnium sp.","Harvesting","Feed
Plant & soil nutrition","Livestock feed
Aquafeed","","","","100 000 - 1 000 000 tonnes","","","$0","","","","","oceana-minerals","true"
"689",689,"oceanBASIS","Germany","Applications","https://www.oceanbasis.de/","","","Food
Personal care","","","","2001","","","","$0","","","","","oceanbasis","true"
"690",690,"OceanForesters","USA","Consulting","https://oceanforesters.org/","","IMTA","Food","","","","2021","","","","$0","Research / product development","","","","oceanforesters","true"
"691",691,"Oceanium","UK","Applications
Processing / Biorefinery","https://www.oceanium.co.uk/","","","Bioplastics
Ingredients & extracts","","Katapult Ocean
WWF
Green Angel Syndicate","","2018","","","$2,700,000
$1,000,000","$3,700,000","Research / product development","$908,000
$500,000
$2,362,306","","Mixed founding team
Female CEO","oceanium","true"
"692",692,"Oceans 2050","Germany","Research
Conservation & restoration","https://www.oceans2050.com/","","","","","","","","","","","$0","","$316,000","","","oceans-2050","true"
"693",693,"Oceans Alaska","USA","Breeding & propagation","https://oceansalaska.org/","","","","","","","","","","","$0","","","","","oceans-alaska","true"
"694",694,"Oceans of Goodness","UK","Applications","https://www.oceansofgoodness.co.uk/","","","Feed
Personal care
Nutraceuticals","Pet food","","","","","","","$0","","","","","oceans-of-goodness","true"
"695",695,"Odakane Co.","Japan","Applications","http://www.odakane.jp/","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","odakane-co","true"
"696",696,"Odontella","France","Applications","https://www.odontella.com/","","","Food","Seafood substitute","","","2016","","","","$0","Scale-up / Industrialisation","","","Mixed founding team
Male CEO","odontella","true"
"697",697,"Ohmoriya","Japan","Applications","http://www.ohmoriya.com/","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","ohmoriya","true"
"698",698,"Ohno Nori","Japan","Applications","https://www.oononori.co.jp/oononori/own/index.asp","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","ohno-nori","true"
"699",699,"Oilean Glas Teoranta","Ireland","Farming & harvesting
Applications","https://ogt.ie/","Ascophyllum nodosum","Harvesting","Plant & soil nutrition","","","","2004","1000 - 10 000 tonnes","","","$0","Mature / Public","","","","oilean-glas-teoranta","true"
"700",700,"Oimo","Spain","Applications","https://oimo.co/","","","Bioplastics","","EIT Climate-KIC","","2019","","","","$0","Pilot / Demonstration","","","","oimo","true"
"701",701,"Oki Products Co.","Japan","Applications","http://www.okiproducts.co.jp/index.html","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","oki-products-co","true"
"702",702,"Olgram","France","Research
Applications","https://www.olgram.com/en","","","Pharmaceuticals","","Bpifrance","","2021","","","$1,800,000","$1,800,000","Research / product development","","","Mixed founding team
Male CEO","olgram","true"
"703",703,"Olijck","Netherlands","Applications","https://www.olijckfoods.com/","Palmaria palmata
Undaria sp.","","Food","Meat substitute","","","2016","","","","$0","","","","","olijck","true"
"704",704,"OLMIX","France","Applications
Farming & harvesting","https://www.olmix.com/","Solieria sp.
Ulva sp.","Harvesting
Aquaculture","Plant & soil nutrition
Food
Feed
Personal care","Livestock feed
Pet food","","","1995","100 000 - 1 000 000 tonnes","","","$0","Mature / Public","$12,726,187","","Male CEO
Male founded","olmix","true"
"705",705,"Omar General Trading","Philippines","Farming & harvesting","","","Aquaculture","","","","","","","","","$0","","","","","omar-general-trading","true"
"706",706,"Omar Seaweed","Oman","Farming & harvesting","https://www.omar-seaweed.om/","","Aquaculture
Offshore","","","","","2021","0 - not started yet","","","$0","Research / product development","","","","omar-seaweed","true"
"707",707,"Omø Fisk & Tang","Denmark","Farming & harvesting","https://omoetang.dk/","Fucus serratus
Fucus vesiculosus
Laminaria digitata
Saccharina latissima","Harvesting","Food","","","","","0 - 10 tonnes","","","$0","","","","","omø-fisk--tang","true"
"708",708,"Operation Crayweed","Australia","Conservation & restoration","http://www.operationcrayweed.com/","","","","","","","","","","","$0","","","","","operation-crayweed","true"
"709",709,"Oregon Dulse","USA","Farming & harvesting","http://www.oregondulse.com/","Palmaria mollis
Devaleraea Mollis","Aquaculture
Land-based","","","Katapult Ocean","","2016","100 - 1000 tonnes","","","$0","Validation / Traction","","","Male CEO
Male founded","oregon-dulse","true"
"710",710,"Oregon Kelp Alliance","USA","Conservation & restoration","https://www.oregonkelp.com/","","","","","","","","","","","$0","","","","","oregon-kelp-alliance","true"
"711",711,"Oregon Sea Farms","USA","Farming & harvesting","https://www.oregonseafarms.com/","Palmaria mollis","Harvesting
Aquaculture","Food","","","","","","","","$0","","","","","oregon-sea-farms","true"
"712",712,"Organic Seaweed","Denmark","Farming & harvesting
Applications","https://www.organicseaweed.dk/","Fucus sp.","Harvesting","Personal care
Nutraceuticals","","","","","","","","$0","","","","","organic-seaweed","true"
"713",713,"Oriental Ocean","China","Farming & harvesting
Applications","http://en.orientalocean.com/","","","Food","","","","2001","","","","$0","","","","","oriental-ocean","true"
"714",714,"Origin by Ocean","Finland","Farming & harvesting
Processing / Biorefinery","https://originbyocean.com/","Fucus vesiculosus
Sargassum sp.","Harvesting","Personal care","","Angel investors (various)
KPMG Finland","","2019","10 - 100 tonnes","","$2,375,000","$2,375,000","Pilot / Demonstration","","","Mixed founding team","origin-by-ocean","true"
"715",715,"Orkla","Norway","Applications","https://www.orkla.com/","","","Food","","","","","","","","$0","","$660,494
$3,858,220
$3,025,719","","","orkla","true"
"716",716,"Orkney Seaweed Company Ltd","UK","Applications
Farming & harvesting","https://www.orkneyseaweed.co.uk/","","Harvesting","Plant & soil nutrition","","","","","","","","$0","","","","","orkney-seaweed-company-ltd","true"
"717",717,"OSEA","USA","Applications","https://oseamalibu.com/","","","Personal care","","","","","","","","$0","","","","","osea","true"
"718",718,"Osland Havbruk AS","Norway","Farming & harvesting","https://osland.no/","Saccharina latissima","Aquaculture","","","","","","","","","$0","","","","","osland-havbruk-as","true"
"719",719,"Østerbyens Industriservice","Denmark","Farming & harvesting","https://franktousgaard.dk/","Saccharina latissima","Aquaculture","","","","","","0 - 10 tonnes","","","$0","","","","","østerbyens-industriservice","true"
"720",720,"Otomegusa Co.","Japan","Applications","https://otomegusa.com/","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","otomegusa-co-","true"
"721",721,"Overflow Ocean Farming","Canada","Infrastructure & equipment","https://www.linkedin.com/in/castonguaybenoit/","","","","","","","2021","","","","$0","Research / product development","","","Male CEO
Male founded","overflow-ocean-farming","true"
"722",722,"Pacific Bio","Australia","Farming & harvesting","https://www.pacificbio.com.au/","","Land-based
Aquaculture","Wastewater treatment
Plant & soil nutrition","","","","2006","100 - 1000 tonnes","","","$0","Scale-up / Industrialisation","","","Male CEO
Male founded","pacific-bio","true"
"723",723,"Pacific Harvest","New Zealand","Distribution","https://pacificharvest.co.nz/","","","","","","","","","","","$0","","","","","pacific-harvest","true"
"724",724,"Pacific Seaweed Chile SpA","Chile","Applications
Farming & harvesting","https://www.pasechile.com/","Macrocystis sp.
Durvillaea antartica
Lessonia trabeculata
Lessonia nigrescens","Harvesting","Feed
Plant & soil nutrition","","","","","","","","$0","","","","","pacific-seaweed-chile-spa","true"
"725",725,"Pacific Seaweed Industry Association","Canada","Multi-stakeholder platform","https://seaweedindustry.ca/","","","","","","Producers association","","","","","$0","","","","","pacific-seaweed-industry-association","true"
"726",726,"Patagonia Biotecnología (Fertum)","Chile","Applications
Farming & harvesting","https://www.patagonia.bio/","","Harvesting","Plant & soil nutrition","","","","","","","","$0","","","","","patagonia-biotecnología-fertum","true"
"727",727,"Patagonia Seaweeds SpA","Chile","Consulting","https://www.linkedin.com/in/javier-infante-rosselot-14186a33/","","","","","","","","","","","$0","","","","","patagonia-seaweeds-spa","true"
"728",728,"PCI (Philippine Carrageenan Industries)","Philippines","Applications","","","","","","","","","","","","$0","","","","","pci-philippine-carrageenan-industries","true"
"729",729,"Penn Ar Bed","France","Farming & harvesting
Applications","https://biotechnologies-marines.com/","Laminaria digitata
Palmaria palmata","Harvesting","Plant & soil nutrition","","","","","10 - 100 tonnes","","","$0","","","","","penn-ar-bed","true"
"730",730,"Petani Rumput Laut","Indonesia","Applications","http://www.agarsarijaya.com/","Gracilaria sp.","Aquaculture","Hydrocolloids","Agar","","","","","","","$0","","","","","petani-rumput-laut","true"
"731",731,"PharmerSea","USA","Farming & harvesting
Applications
Consulting","https://www.pharmersea.com/","","Aquaculture","Personal care","","","","2015","0 - 10 tonnes","","","$0","","","","","pharmersea","true"
"732",732,"Phoenix Mas","Indonesia","Applications","https://www.daftarperusahaan.com/bisnis/phoenix-mas-persada-pt","","Aquaculture","Hydrocolloids","Carrageenan","","","","","","","$0","","","","","phoenix-mas","true"
"733",733,"Phuc Huy Seaweed Co","Vietnam","Farming & harvesting","https://www.linkedin.com/company/phuc-huy-seaweed-co-ltd","Gracilaria sp.
Ulva sp.
E. spinosum
E. cottonii","Aquaculture","","","","","","","","","$0","","","","","phuc-huy-seaweed-co","true"
"734",734,"Phycosem Marine Agronomy","Spain","Farming & harvesting","","Saccharina latissima","Aquaculture
Land-based","","","","","","0 - not started yet","","","$0","","","","","phycosem-marine-agronomy","true"
"735",735,"Phykos","USA","Farming & harvesting","https://www.phykos.co/","","Aquaculture","Carbon sequestration","","Y Combinator","","2020","0 - not started yet","","$125,000","$125,000","Research / product development","","","Male CEO
Male founded","phykos","true"
"736",736,"Phytomer","France","Applications","https://www.phytomer.fr/en/","","","Personal care","","","","1972","","","","$0","Mature / Public","","","Male CEO
Male founded","phytomer","true"
"737",737,"Phywon","Malaysia","Applications","https://www.phywon.com/","","","Hydrocolloids","Carrageenan
Alginate","","","","","","","$0","","","","","phywon","true"
"738",738,"Pit Seal","Ireland","Applications","https://www.pit-seal.com/","","","Bioplastics","","","","2021","","","","$0","Research / product development","","","","pit-seal","true"
"739",739,"Place des Algues","France","Distribution","https://placedesalgues.fr/","","","","","","","2022","","","","$0","Research / product development","","","","place-des-algues","true"
"740",740,"Placencia Fishermen Cooperative","Belize","Farming & harvesting","","Eucheuma isiforme","Aquaculture","","","","","","","","","$0","","","","","placencia-fishermen-cooperative","true"
"741",741,"Plant Ecology Beyond Land (Pebl)","UK","Farming & harvesting","","","Aquaculture","","","","","","0 - not started yet","","","$0","","$147,238","","","plant-ecology-beyond-land-pebl","true"
"742",742,"Plantalg","France","Applications","https://www.fertilizers-plantin.com/produit/plantalg-creme-algae/","","","Plant & soil nutrition","","","","","","","","$0","","","","","plantalg","true"
"743",743,"Plantsea","UK","Applications","https://www.plantsea.co.uk/","","","Bioplastics","","","","2020","","","","$0","Research / product development","","","Mixed founding team","plantsea","true"
"744",744,"Plymag","Spain","Applications","https://www.plymag.com/en/","Ascophyllum nodosum","","Plant & soil nutrition","","","","","","","","$0","","","","","plymag","true"
"745",745,"Pocto Seaweeds Planters and Farmers Association","Philippines","Farming & harvesting","","","Aquaculture","","","","","","","","","$0","","","","","pocto-seaweeds-planters-and-farmers-association","true"
